the_geom,OBJECTID,PARK,PARK_NO,FACILITY_N,FACILITY_T,X_COORD,Y_COORD,GISOBJID
POINT (-87.59444590974411 41.74192602079838),132,AVALON,29,BASEBALL JR/SOFTBALL,OUTDOOR,-87.59444591,41.74192602,1559
POINT (-87.59360154570143 41.741947151149745),133,AVALON,29,BASEBALL JR/SOFTBALL,OUTDOOR,-87.59360155,41.74194715,1560
POINT (-87.59358384340715 41.74101732259458),134,AVALON,29,BASEBALL JR/SOFTBALL,OUTDOOR,-87.59358384,41.74101732,1561
POINT (-87.59442795286516 41.74101744103518),135,AVALON,29,BASEBALL JR/SOFTBALL,OUTDOOR,-87.59442795,41.74101744,1562
POINT (-87.5954131885744 41.74108221248726),136,AVALON,29,BASEBALL JR/SOFTBALL,OUTDOOR,-87.59541319,41.74108221,1563
POINT (-87.59418045041005 41.742806214181755),137,AVALON,29,POOL (OUTDOOR),OUTDOOR,-87.59418045,41.74280621,1564
POINT (-87.59485912972593 41.74300714675362),138,AVALON,29,PLAYGROUND,OUTDOOR,-87.59485913,41.74300715,1565
POINT (-87.59424803032772 41.743098844801224),139,AVALON,29,SPRAY FEATURE,OUTDOOR,-87.59424803,41.74309884,1566
POINT (-87.59651452430363 41.740919275035104),140,AVALON,29,BASEBALL SR,OUTDOOR,-87.59651452,41.74091928,1567
POINT (-87.59724859355565 41.74185900778915),141,AVALON,29,TENNIS COURT,OUTDOOR,-87.59724859,41.74185901,1568
POINT (-87.59724477638068 41.74157209948827),142,AVALON,29,TENNIS COURT,OUTDOOR,-87.59724478,41.7415721,1569
POINT (-87.59742216016213 41.74156792360883),143,AVALON,29,TENNIS COURT,OUTDOOR,-87.59742216,41.74156792,1570
POINT (-87.59741185660837 41.741227847044144),144,AVALON,29,TENNIS COURT,OUTDOOR,-87.59741186,41.74122785,1571
POINT (-87.59722028821777 41.741231932935825),145,AVALON,29,TENNIS COURT,OUTDOOR,-87.59722029,41.74123193,1572
POINT (-87.59722398920118 41.740907884250625),146,AVALON,29,TENNIS COURT,OUTDOOR,-87.59722399,41.74090788,1573
POINT (-87.59348815665771 41.74317364442933),147,AVALON,29,TRACK,OUTDOOR,-87.59348816,41.74317364,1574
POINT (-87.71549142165566 41.94139668534347),148,AVONDALE,81,BASKETBALL COURT,OUTDOOR,-87.71549142,41.94139669,1575
POINT (-87.71506101219367 41.94128894038082),149,AVONDALE,81,GYMNASTIC CENTER,INDOOR,-87.71506101,41.94128894,1576
POINT (-87.71523732852393 41.94128907849769),150,AVONDALE,81,GYMNASIUM,INDOOR,-87.71523733,41.94128908,1577
POINT (-87.71540700695114 41.94171343171557),151,AVONDALE,81,POOL (OUTDOOR),OUTDOOR,-87.71540701,41.94171343,1578
POINT (-87.7154555229581 41.94152584743837),152,AVONDALE,81,PLAYGROUND,OUTDOOR,-87.71545552,41.94152585,1579
POINT (-87.71502429341881 41.94140541854297),153,AVONDALE,81,SPRAY FEATURE,OUTDOOR,-87.71502429,41.94140542,1580
POINT (-87.65790105117611 41.8042504088258),154,BACK OF THE YARDS,1063,BASKETBALL COURT,OUTDOOR,-87.65790105,41.80425041,1581
POINT (-87.65783627484119 41.804565211700975),155,BACK OF THE YARDS,1063,HORSESHOE COURT,OUTDOOR,-87.65783627,41.80456521,1582
POINT (-87.65836042499814 41.80440731956152),156,BACK OF THE YARDS,1063,PLAYGROUND,OUTDOOR,-87.65836042,41.80440732,1583
POINT (-87.65797630158194 41.804487577396394),157,BACK OF THE YARDS,1063,SPRAY FEATURE,OUTDOOR,-87.6579763,41.80448758,1584
POINT (-87.68083621797796 41.84713681531565),158,BARAGA (FREDERICK),295,BASKETBALL COURT,OUTDOOR,-87.68083622,41.84713682,1585
POINT (-87.68115405864303 41.84714641485267),159,BARAGA (FREDERICK),295,PLAYGROUND PARK,OUTDOOR,-87.68115406,41.84714641,1586
POINT (-87.6698531929533 41.703453115671465),160,BARNARD (ERASTUS),1205,PLAYGROUND,OUTDOOR,-87.66985319,41.70345312,1587
POINT (-87.6766499914029 41.85252841391199),161,BARRETT (JOHN),1022,BASKETBALL COURT,OUTDOOR,-87.67664999,41.85252841,1588
POINT (-87.67650734387706 41.852344081667),162,BARRETT (JOHN),1022,PLAYGROUND,OUTDOOR,-87.67650734,41.85234408,1589
POINT (-87.64989672548805 41.87986250105148),163,BARTELME (MARY),542,PLAYGROUND,OUTDOOR,-87.64989673,41.8798625,1590
POINT (-87.64999640557116 41.879469843343855),164,BARTELME (MARY),542,DOG FRIENDLY AREA,OUTDOOR,-87.64999641,41.87946984,1591
POINT (-87.64155497140852 41.916241631600656),165,BAULER (MATHIAS),365,PLAYGROUND,OUTDOOR,-87.64155497,41.91624163,1592
POINT (-87.59168559598608 41.78255560549349),166,BEEHIVE,328,PLAYGROUND PARK,OUTDOOR,-87.5916856,41.78255561,1593
POINT (-87.72280201616165 41.91262838798393),167,BEILFUSS (A.W.),1003,BASEBALL JR/SOFTBALL,OUTDOOR,-87.72280202,41.91262839,1594
POINT (-87.72354098887443 41.91242490851174),168,BEILFUSS (A.W.),1003,PLAYGROUND,OUTDOOR,-87.72354099,41.91242491,1595
POINT (-87.795999122874 41.935130157610345),169,"BELL (GEORGE,JR.)",121,BASKETBALL COURT,OUTDOOR,-87.79599912,41.93513016,1596
POINT (-87.79652644349765 41.936084956065336),170,"BELL (GEORGE,JR.)",121,BASEBALL JR/SOFTBALL,OUTDOOR,-87.79652644,41.93608496,1597
POINT (-87.79596488322255 41.9357241130435),171,"BELL (GEORGE,JR.)",121,BASEBALL JR/SOFTBALL,OUTDOOR,-87.79596488,41.93572411,1598
POINT (-87.79641177400445 41.935108061673375),172,"BELL (GEORGE,JR.)",121,PLAYGROUND,OUTDOOR,-87.79641177,41.93510806,1599
POINT (-87.79611639357553 41.93475064796752),173,"BELL (GEORGE,JR.)",121,SPRAY FEATURE,OUTDOOR,-87.79611639,41.93475065,1600
POINT (-87.79592819370598 41.934867716543344),174,"BELL (GEORGE,JR.)",121,TENNIS COURT,OUTDOOR,-87.79592819,41.93486772,1601
POINT (-87.79647828953156 41.93485063201123),175,"BELL (GEORGE,JR.)",121,TENNIS COURT,OUTDOOR,-87.79647829,41.93485063,1602
POINT (-87.79592929490592 41.935433441737224),176,"BELL (GEORGE,JR.)",121,VOLLEYBALL,OUTDOOR,-87.79592929,41.93543344,1603
POINT (-87.65513190898673 41.994858007971864),177,BERGER (ALBERT),1255,CULTURAL CENTER,SPECIAL,-87.65513191,41.99485801,1604
POINT (-87.65516867530049 41.994858225184274),178,BERGER (ALBERT),1255,GALLERY,SPECIAL,-87.65516868,41.99485823,1605
POINT (-87.65495184759476 41.99552007064513),179,BERGER (ALBERT),1255,PLAYGROUND,OUTDOOR,-87.65495185,41.99552007,1606
POINT (-87.55592295006434 41.73144126601572),180,BESSEMER (HENRY),12,ARTIFICIAL TURF FIELD,OUTDOOR,-87.55592295,41.73144127,1607
POINT (-87.55723057538853 41.73335026111154),181,BESSEMER (HENRY),12,BASKETBALL COURT,OUTDOOR,-87.55723058,41.73335026,1608
POINT (-87.55721915589257 41.732394963483294),182,BESSEMER (HENRY),12,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.55721916,41.73239496,1609
POINT (-87.55780001192856 41.733314571067616),183,BESSEMER (HENRY),12,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.55780001,41.73331457,1610
POINT (-87.55906806326192 41.733319856275685),184,BESSEMER (HENRY),12,GARDEN,OUTDOOR,-87.55906806,41.73331986,1611
POINT (-87.55670652023025 41.73307819461982),185,BESSEMER (HENRY),12,GYMNASIUM,INDOOR,-87.55670652,41.73307819,1612
POINT (-87.55834966113747 41.73336252247233),186,BESSEMER (HENRY),12,HANDBALL/RACQUET (OUT),OUTDOOR,-87.55834966,41.73336252,1613
POINT (-87.55669591876713 41.73154744261231),187,BESSEMER (HENRY),12,BASEBALL JR/SOFTBALL,OUTDOOR,-87.55669592,41.73154744,1614
POINT (-87.55673887971608 41.732205223848574),188,BESSEMER (HENRY),12,BASEBALL JR/SOFTBALL,OUTDOOR,-87.55673888,41.73220522,1615
POINT (-87.55757890937934 41.732696869339044),189,BESSEMER (HENRY),12,BASEBALL JR/SOFTBALL,OUTDOOR,-87.55757891,41.73269687,1616
POINT (-87.55832996513392 41.73265429314002),190,BESSEMER (HENRY),12,BASEBALL JR/SOFTBALL,OUTDOOR,-87.55832997,41.73265429,1617
POINT (-87.55605976988207 41.733141038785035),191,BESSEMER (HENRY),12,POOL (OUTDOOR),OUTDOOR,-87.55605977,41.73314104,1618
POINT (-87.55616100070995 41.732356129342534),192,BESSEMER (HENRY),12,PLAYGROUND,OUTDOOR,-87.556161,41.73235613,1619
POINT (-87.55596208062727 41.73200126666827),193,BESSEMER (HENRY),12,SPRAY FEATURE,OUTDOOR,-87.55596208,41.73200127,1620
POINT (-87.55743956050478 41.73178048492206),194,BESSEMER (HENRY),12,BASEBALL SR,OUTDOOR,-87.55743956,41.73178048,1621
POINT (-87.55784845984806 41.7321171228298),195,BESSEMER (HENRY),12,BASEBALL SR,OUTDOOR,-87.55784846,41.73211712,1622
POINT (-87.55617585503909 41.73112382923308),196,BESSEMER (HENRY),12,TENNIS COURT,OUTDOOR,-87.55617586,41.73112383,1623
POINT (-87.55583498017907 41.731126432864365),197,BESSEMER (HENRY),12,TENNIS COURT,OUTDOOR,-87.55583498,41.73112643,1624
POINT (-87.55600538861742 41.731127585815216),198,BESSEMER (HENRY),12,TENNIS COURT,OUTDOOR,-87.55600539,41.73112759,1625
POINT (-87.5563528172395 41.73112502599533),199,BESSEMER (HENRY),12,TENNIS COURT,OUTDOOR,-87.55635282,41.73112503,1626
POINT (-87.55775344871908 41.733476540620025),200,BESSEMER (HENRY),12,TRACK,OUTDOOR,-87.55775345,41.73347654,1627
POINT (-87.68450132040908 41.70807654585936),201,BEVERLY,254,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.68450132,41.70807655,1628
POINT (-87.68396977453638 41.70754106116509),202,BEVERLY,254,BASEBALL JR/SOFTBALL,OUTDOOR,-87.68396977,41.70754106,1629
POINT (-87.68402050283085 41.708500623496384),203,BEVERLY,254,BASEBALL JR/SOFTBALL,OUTDOOR,-87.6840205,41.70850062,1630
POINT (-87.68426374167139 41.70893186126398),204,BEVERLY,254,BASEBALL JR/SOFTBALL,OUTDOOR,-87.68426374,41.70893186,1631
POINT (-87.68502283044309 41.70850628262709),205,BEVERLY,254,BASEBALL JR/SOFTBALL,OUTDOOR,-87.68502283,41.70850628,1632
POINT (-87.68502994386492 41.70960134408943),206,BEVERLY,254,PLAYGROUND,OUTDOOR,-87.68502994,41.70960134,1633
POINT (-87.68424826410686 41.70937468738393),207,BEVERLY,254,VOLLEYBALL (SAND),OUTDOOR,-87.68424826,41.70937469,1634
POINT (-87.68513091179642 41.7097693343864),208,BEVERLY,254,SPRAY FEATURE,OUTDOOR,-87.68513091,41.70976933,1635
POINT (-87.68490058578027 41.70745129502696),209,BEVERLY,254,BASEBALL SR,OUTDOOR,-87.68490059,41.7074513,1636
POINT (-87.68381530967912 41.70668951030868),210,BEVERLY,254,TENNIS COURT,OUTDOOR,-87.68381531,41.70668951,1637
POINT (-87.68364620103874 41.70669307871714),211,BEVERLY,254,TENNIS COURT,OUTDOOR,-87.6836462,41.70669308,1638
POINT (-87.68364891410043 41.707023410399295),212,BEVERLY,254,TENNIS COURT,OUTDOOR,-87.68364891,41.70702341,1639
POINT (-87.68383009814507 41.70701991023885),213,BEVERLY,254,TENNIS COURT,OUTDOOR,-87.6838301,41.70701991,1640
POINT (-87.6838039718674 41.70953501754159),214,BEVERLY,254,VOLLEYBALL,OUTDOOR,-87.68380397,41.70953502,1641
POINT (-87.6152468993708 41.81283360090787),215,BIRCH,322,PLAYGROUND PARK,OUTDOOR,-87.6152469,41.8128336,1642
POINT (-87.59291698249174 41.79191236172181),216,BIXLER (RAY),1083,PLAYGROUND PARK,OUTDOOR,-87.59291698,41.79191236,1643
POINT (-87.59275859239675 41.79197402963328),217,BIXLER (RAY),1083,SPRAY FEATURE,OUTDOOR,-87.59275859,41.79197403,1644
POINT (-87.75223575367589 41.92347558237521),218,BLACKHAWK,122,BASKETBALL COURT,OUTDOOR,-87.75223575,41.92347558,1645
POINT (-87.75307589467222 41.92303955865994),219,BLACKHAWK,122,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.75307589,41.92303956,1647
POINT (-87.75199880461939 41.92285780404346),220,BLACKHAWK,122,GYMNASIUM,INDOOR,-87.7519988,41.9228578,1648
POINT (-87.75219884916075 41.922853919738095),221,BLACKHAWK,122,POOL (INDOOR),INDOOR,-87.75219885,41.92285392,1649
POINT (-87.75327618609721 41.922567775344625),222,BLACKHAWK,122,BASEBALL JR/SOFTBALL,OUTDOOR,-87.75327619,41.92256778,1650
POINT (-87.75263430176429 41.922993623016445),223,BLACKHAWK,122,BASEBALL JR/SOFTBALL,OUTDOOR,-87.7526343,41.92299362,1651
POINT (-87.75330177056725 41.92343107750813),224,BLACKHAWK,122,BASEBALL JR/SOFTBALL,OUTDOOR,-87.75330177,41.92343108,1652
POINT (-87.75178757310947 41.92316895745655),225,BLACKHAWK,122,PLAYGROUND,OUTDOOR,-87.75178757,41.92316896,1653
POINT (-87.7521522113197 41.92311093041387),226,BLACKHAWK,122,SPRAY FEATURE,OUTDOOR,-87.75215221,41.92311093,1654
POINT (-87.75206867020299 41.9234822202696),227,BLACKHAWK,122,TENNIS COURT,OUTDOOR,-87.75206867,41.92348222,1655
POINT (-87.75191167366853 41.923481425404965),228,BLACKHAWK,122,TENNIS COURT,OUTDOOR,-87.75191167,41.92348143,1656
POINT (-87.75173127353611 41.92348300661522),229,BLACKHAWK,122,TENNIS COURT,OUTDOOR,-87.75173127,41.92348301,1657
POINT (-87.75157757336947 41.9234872176525),230,BLACKHAWK,122,TENNIS COURT,OUTDOOR,-87.75157757,41.92348722,1658
POINT (-87.75141385174433 41.92349137769603),231,BLACKHAWK,122,TENNIS COURT,OUTDOOR,-87.75141385,41.92349138,1659
POINT (-87.67138815260505 41.68264253146329),232,"BLACKWELDER (I.S., GERTRUDE)",373,BASKETBALL COURT,OUTDOOR,-87.67138815,41.68264253,1660
POINT (-87.67076884760846 41.683998574548845),233,"BLACKWELDER (I.S., GERTRUDE)",373,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.67076885,41.68399857,1661
POINT (-87.67119838505327 41.68347512496674),234,"BLACKWELDER (I.S., GERTRUDE)",373,BASEBALL JR/SOFTBALL,OUTDOOR,-87.67119839,41.68347512,1662
POINT (-87.6709349111209 41.68305985075312),235,"BLACKWELDER (I.S., GERTRUDE)",373,PLAYGROUND,OUTDOOR,-87.67093491,41.68305985,1663
POINT (-87.72015025364051 41.747785293311075),236,BOGAN (WILLIAM),264,BASKETBALL COURT,OUTDOOR,-87.72015025,41.74778529,1664
POINT (-87.72040871282503 41.74783345699843),237,BOGAN (WILLIAM),264,BASKETBALL COURT,OUTDOOR,-87.72040871,41.74783346,1665
POINT (-87.72077877988558 41.746793045355076),238,BOGAN (WILLIAM),264,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.72077878,41.74679305,1666
POINT (-87.72095728231739 41.747403501103285),241,BOGAN (WILLIAM),264,BASEBALL JR/SOFTBALL,OUTDOOR,-87.72095728,41.7474035,1669
POINT (-87.72017573548167 41.74738821715126),242,BOGAN (WILLIAM),264,BASEBALL JR/SOFTBALL,OUTDOOR,-87.72017574,41.74738822,1670
POINT (-87.72005401985156 41.74666137628085),243,BOGAN (WILLIAM),264,BASEBALL JR/SOFTBALL,OUTDOOR,-87.72005402,41.74666138,1671
POINT (-87.7196832875247 41.74558863478323),244,BOGAN (WILLIAM),264,PLAYGROUND,OUTDOOR,-87.71968329,41.74558863,1672
POINT (-87.72084150896978 41.746050537091946),245,BOGAN (WILLIAM),264,BASEBALL SR,OUTDOOR,-87.72084151,41.74605054,1673
POINT (-87.72152898682634 41.74711384683634),246,BOGAN (WILLIAM),264,TENNIS COURT,OUTDOOR,-87.72152899,41.74711385,1674
POINT (-87.72153585592908 41.74743251822486),247,BOGAN (WILLIAM),264,TENNIS COURT,OUTDOOR,-87.72153586,41.74743252,1675
POINT (-87.72142876317925 41.74776910860029),248,BOGAN (WILLIAM),264,TENNIS COURT,OUTDOOR,-87.72142876,41.74776911,1676
POINT (-87.71770211530591 41.87000627302443),249,"BOLER (LEO ROSCOE, SR.)",496,PLAYGROUND,OUTDOOR,-87.71770212,41.87000627,1677
POINT (-87.65390516556893 41.83912987370397),250,BOSLEY (WILLIAM),1024,BASKETBALL COURT,OUTDOOR,-87.65390517,41.83912987,1678
POINT (-87.65426694466525 41.83968226218998),251,BOSLEY (WILLIAM),1024,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.65426694,41.83968226,1679
POINT (-87.65358681962844 41.83910629895402),252,BOSLEY (WILLIAM),1024,HORSESHOE COURT,OUTDOOR,-87.65358682,41.8391063,1680
POINT (-87.65411117394562 41.839341323216146),253,BOSLEY (WILLIAM),1024,BASEBALL JR/SOFTBALL,OUTDOOR,-87.65411117,41.83934132,1681
POINT (-87.65341768189757 41.83862347340599),254,BOSLEY (WILLIAM),1024,PLAYGROUND,OUTDOOR,-87.65341768,41.83862347,1682
POINT (-87.61225458241523 41.86273831521993),4161,BURNHAM (DANIEL),27,BOAT SLIPS,OUTDOOR,-87.61225458,41.86273832,5591
POINT (-87.61243268311172 41.860401588628484),4162,BURNHAM (DANIEL),27,BOAT LAUNCH MOTORIZED,OUTDOOR,-87.61243268,41.86040159,5592
POINT (-87.53033780350262 41.71779799992147),4163,CALUMET,11,GYMNASTIC CENTER,INDOOR,-87.5303378,41.717798,5593
POINT (-87.692490580513 42.00897197949899),4165,INDIAN BOUNDARY,165,CULTURAL CENTER,SPECIAL,-87.69249058,42.00897198,5595
POINT (-87.66221624820125 42.01300794751916),4166,LEONE (SAM) BEACH,1013,BOAT LAUNCH NON-MOTORIZED,OUTDOOR,-87.66221625,42.01300795,5596
POINT (-87.65322547774983 41.83841989057402),255,BOSLEY (WILLIAM),1024,SPRAY FEATURE,OUTDOOR,-87.65322548,41.83841989,1683
POINT (-87.59879935448754 41.77374706775988),256,BOSWELL (ARNITA YOUNG),340,PLAYGROUND PARK,OUTDOOR,-87.59879935,41.77374707,1684
POINT (-87.56434623687105 41.71788405510386),257,BRADLEY (JOSEPHINE),1004,BASKETBALL COURT,OUTDOOR,-87.56434624,41.71788406,1685
POINT (-87.56364701319413 41.718179485688516),258,BRADLEY (JOSEPHINE),1004,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.56364701,41.71817949,1686
POINT (-87.56379605710647 41.71780793493494),259,BRADLEY (JOSEPHINE),1004,BASEBALL JR/SOFTBALL,OUTDOOR,-87.56379606,41.71780793,1687
POINT (-87.5632517653767 41.71831859354318),260,BRADLEY (JOSEPHINE),1004,BASEBALL JR/SOFTBALL,OUTDOOR,-87.56325177,41.71831859,1688
POINT (-87.56431291696776 41.71824601881566),261,BRADLEY (JOSEPHINE),1004,PLAYGROUND,OUTDOOR,-87.56431292,41.71824602,1689
POINT (-87.56379268044878 41.718631283398594),262,BRADLEY (JOSEPHINE),1004,TENNIS COURT,OUTDOOR,-87.56379268,41.71863128,1690
POINT (-87.5636024658626 41.71863725280857),263,BRADLEY (JOSEPHINE),1004,TENNIS COURT,OUTDOOR,-87.56360247,41.71863725,1691
POINT (-87.65475952483156 41.72830097013591),264,BRAINERD,177,BASKETBALL COURT,OUTDOOR,-87.65475952,41.72830097,1692
POINT (-87.65460034470541 41.7283023673398),265,BRAINERD,177,BASKETBALL COURT,OUTDOOR,-87.65460034,41.72830237,1693
POINT (-87.65482363877499 41.72788024647846),266,BRAINERD,177,BASKETBALL COURT,OUTDOOR,-87.65482364,41.72788025,1694
POINT (-87.6537844695307 41.72770408796873),267,BRAINERD,177,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.65378447,41.72770409,1695
POINT (-87.65491882645999 41.72723290528027),268,BRAINERD,177,GYMNASIUM,INDOOR,-87.65491883,41.72723291,1696
POINT (-87.65425768504555 41.728408481058985),269,BRAINERD,177,BASEBALL JR/SOFTBALL,OUTDOOR,-87.65425769,41.72840848,1697
POINT (-87.6533901537125 41.72703217672938),270,BRAINERD,177,BASEBALL JR/SOFTBALL,OUTDOOR,-87.65339015,41.72703218,1698
POINT (-87.65523656397583 41.72771377112944),271,BRAINERD,177,PLAYGROUND,OUTDOOR,-87.65523656,41.72771377,1699
POINT (-87.6550670455584 41.72775251451719),272,BRAINERD,177,SPRAY FEATURE,OUTDOOR,-87.65506705,41.72775251,1700
POINT (-87.65419917876679 41.72703696116514),273,BRAINERD,177,BASEBALL SR,OUTDOOR,-87.65419918,41.72703696,1701
POINT (-87.65349208831564 41.72837166239239),274,BRAINERD,177,BASEBALL SR,OUTDOOR,-87.65349209,41.72837166,1702
POINT (-87.65510434922233 41.72830418544266),275,BRAINERD,177,TENNIS COURT,OUTDOOR,-87.65510435,41.72830419,1703
POINT (-87.65492861555207 41.728303148047445),276,BRAINERD,177,TENNIS COURT,OUTDOOR,-87.65492862,41.72830315,1704
POINT (-87.65526689900108 41.728297692454596),277,BRAINERD,177,VOLLEYBALL,OUTDOOR,-87.6552669,41.72829769,1705
POINT (-87.70004234854079 41.94162504206456),278,BRANDS,187,BASKETBALL COURT,OUTDOOR,-87.70004235,41.94162504,1706
POINT (-87.69925421885726 41.94118636564613),279,BRANDS,187,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.69925422,41.94118637,1707
POINT (-87.70020707637568 41.941349377480016),280,BRANDS,187,GYMNASIUM,INDOOR,-87.70020708,41.94134938,1708
POINT (-87.69975353762668 41.94080600279216),281,BRANDS,187,BASEBALL JR/SOFTBALL,OUTDOOR,-87.69975354,41.940806,1709
POINT (-87.69871400360127 41.940839055188),282,BRANDS,187,BASEBALL JR/SOFTBALL,OUTDOOR,-87.698714,41.94083906,1710
POINT (-87.70018998433814 41.94095804382396),283,BRANDS,187,PLAYGROUND,OUTDOOR,-87.70018998,41.94095804,1711
POINT (-87.69878823401501 41.94158763617387),284,BRANDS,187,BASEBALL SR,OUTDOOR,-87.69878823,41.94158764,1712
POINT (-87.69956381170884 41.941600233593356),285,BRANDS,187,TENNIS COURT,OUTDOOR,-87.69956381,41.94160023,1713
POINT (-87.69973453024872 41.941601175820274),286,BRANDS,187,TENNIS COURT,OUTDOOR,-87.69973453,41.94160118,1714
POINT (-87.69816558411021 41.82976732607956),287,BRIGHTON,426,BASKETBALL COURT,OUTDOOR,-87.69816558,41.82976733,1715
POINT (-87.69818844594622 41.82922854463242),288,BRIGHTON,426,PLAYGROUND,OUTDOOR,-87.69818845,41.82922854,1716
POINT (-87.65975297974734 41.98911796222344),289,BROADWAY ARMORY,462,FITNESS CENTER,INDOOR,-87.65975298,41.98911796,1717
POINT (-87.65985376963854 41.989342592023746),290,BROADWAY ARMORY,462,GYMNASIUM,INDOOR,-87.65985377,41.98934259,1718
POINT (-87.65964115546498 41.98947738611798),291,BROADWAY ARMORY,462,GYMNASTIC CENTER,INDOOR,-87.65964116,41.98947739,1719
POINT (-87.66037973486243 41.980118564926315),292,BROMANN (CHARLES),435,PLAYGROUND PARK,OUTDOOR,-87.66037973,41.98011856,1720
POINT (-87.66048791684814 41.962759516581954),293,BRONCHO BILLY,487,BASKETBALL COURT,OUTDOOR,-87.66048792,41.96275952,1721
POINT (-87.6606189238714 41.96289762486694),294,BRONCHO BILLY,487,PLAYGROUND,OUTDOOR,-87.66061892,41.96289762,1722
POINT (-87.66073246791393 41.96281067649872),295,BRONCHO BILLY,487,SPRAY FEATURE,OUTDOOR,-87.66073247,41.96281068,1723
POINT (-87.59996872263069 41.8120750420226),296,BROOKS (GWENDOLYN),362,PLAYGROUND,OUTDOOR,-87.59996872,41.81207504,1724
POINT (-87.59961070839157 41.81201841152099),297,BROOKS (GWENDOLYN),362,SPRAY FEATURE,OUTDOOR,-87.59961071,41.81201841,1725
POINT (-87.80832764220423 42.00982087993476),298,BROOKS (OSCAR),61,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.80832764,42.00982088,1726
POINT (-87.80716400231083 42.00987251087277),299,BROOKS (OSCAR),61,FITNESS CENTER,INDOOR,-87.807164,42.00987251,1727
POINT (-87.80734607887867 42.00987772630957),300,BROOKS (OSCAR),61,GYMNASIUM,INDOOR,-87.80734608,42.00987773,1728
POINT (-87.81074690449434 42.00998388408968),301,BROOKS (OSCAR),61,HORSESHOE COURT,OUTDOOR,-87.8107469,42.00998388,1729
POINT (-87.80886481414072 42.00963652561564),302,BROOKS (OSCAR),61,BASEBALL JR/SOFTBALL,OUTDOOR,-87.80886481,42.00963653,1730
POINT (-87.80776666092888 42.00998413888231),303,BROOKS (OSCAR),61,BASEBALL JR/SOFTBALL,OUTDOOR,-87.80776666,42.00998414,1731
POINT (-87.80733302725955 42.00958487951541),304,BROOKS (OSCAR),61,PLAYGROUND,OUTDOOR,-87.80733303,42.00958488,1732
POINT (-87.81025490157647 42.00945092764159),305,BROOKS (OSCAR),61,SPRAY FEATURE,OUTDOOR,-87.8102549,42.00945093,1733
POINT (-87.81021996612078 42.01006230146814),306,BROOKS (OSCAR),61,TENNIS COURT,OUTDOOR,-87.81021997,42.0100623,1734
POINT (-87.81037557742961 42.010063010515374),307,BROOKS (OSCAR),61,TENNIS COURT,OUTDOOR,-87.81037558,42.01006301,1735
POINT (-87.60811513300087 41.740033285557004),308,BROWN (SIDNEY) MEML.,289,BASKETBALL COURT,OUTDOOR,-87.60811513,41.74003329,1736
POINT (-87.60866456357905 41.739574023846025),309,BROWN (SIDNEY) MEML.,289,BASEBALL JR/SOFTBALL,OUTDOOR,-87.60866456,41.73957402,1737
POINT (-87.60821668815827 41.73885140048655),310,BROWN (SIDNEY) MEML.,289,BASEBALL JR/SOFTBALL,OUTDOOR,-87.60821669,41.7388514,1738
POINT (-87.60889004794764 41.740016139443995),311,BROWN (SIDNEY) MEML.,289,PLAYGROUND,OUTDOOR,-87.60889005,41.74001614,1739
POINT (-87.60887154984312 41.739916866889246),312,BROWN (SIDNEY) MEML.,289,SPRAY FEATURE,OUTDOOR,-87.60887155,41.73991687,1740
