the_geom,OBJECTID,PARK,PARK_NO,FACILITY_N,FACILITY_T,X_COORD,Y_COORD,GISOBJID
POINT (-87.63123882709301 41.71409558042756),2650,SMITH (WENDELL),272,BASKETBALL COURT,OUTDOOR,-87.63123883,41.71409558,4078
POINT (-87.63150612771254 41.71409220724428),2651,SMITH (WENDELL),272,BASKETBALL COURT,OUTDOOR,-87.63150613,41.71409221,4079
POINT (-87.6319269048157 41.71410729236411),2652,SMITH (WENDELL),272,BASEBALL JR/SOFTBALL,OUTDOOR,-87.6319269,41.71410729,4080
POINT (-87.6325428820696 41.71368300476012),2653,SMITH (WENDELL),272,BASEBALL JR/SOFTBALL,OUTDOOR,-87.63254288,41.713683,4081
POINT (-87.63143710126522 41.71368126279576),2654,SMITH (WENDELL),272,PLAYGROUND,OUTDOOR,-87.6314371,41.71368126,4082
POINT (-87.70433570054584 41.89147387208546),2655,SNAPPING TURTLE,396,PLAYGROUND PARK,OUTDOOR,-87.7043357,41.89147387,4083
POINT (-87.67417709652084 41.893814086765495),2656,SNOWBERRY,389,PLAYGROUND PARK,OUTDOOR,-87.6741771,41.89381409,4084
POINT (-87.67417812625717 41.893952311841595),2657,SNOWBERRY,389,SPRAY FEATURE,OUTDOOR,-87.67417813,41.89395231,4085
POINT (-87.66148904381488 41.93377326432541),2658,SOUTH LAKEVIEW,290,BASKETBALL COURT,OUTDOOR,-87.66148904,41.93377326,4086
POINT (-87.66192079197101 41.93368416388862),2659,SOUTH LAKEVIEW,290,PLAYGROUND,OUTDOOR,-87.66192079,41.93368416,4087
POINT (-87.56166489451567 41.768547249826796),2660,SOUTH SHORE CULTL. CTR.,429,BEACH,OUTDOOR,-87.56166489,41.76854725,4088
POINT (-87.56525642169643 41.7687642751941),2661,SOUTH SHORE CULTL. CTR.,429,GOLF COURSE,OUTDOOR,-87.56525642,41.76876428,4089
POINT (-87.72835833659168 41.96679581097207),2666,SPIKINGS FARM,424,PLAYGROUND PARK,OUTDOOR,-87.72835834,41.96679581,4094
POINT (-87.58991075424089 41.79890100011595),2667,SPRUCE,280,PLAYGROUND,OUTDOOR,-87.58991075,41.798901,4095
POINT (-87.64483114072927 41.90568591147138),2668,STANTON (EDWIN),109,BASKETBALL COURT,OUTDOOR,-87.64483114,41.90568591,4096
POINT (-87.6450139518116 41.90568700744093),2669,STANTON (EDWIN),109,BASKETBALL COURT,OUTDOOR,-87.64501395,41.90568701,4097
POINT (-87.64487306028055 41.90613717116477),2670,STANTON (EDWIN),109,BASKETBALL COURT,OUTDOOR,-87.64487306,41.90613717,4098
POINT (-87.64622962330186 41.90584316148203),2671,STANTON (EDWIN),109,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.64622962,41.90584316,4099
POINT (-87.64439606204353 41.905981817594935),2672,STANTON (EDWIN),109,GYMNASIUM,INDOOR,-87.64439606,41.90598182,4100
POINT (-87.6464980763199 41.90526394225513),2674,STANTON (EDWIN),109,BASEBALL JR/SOFTBALL,OUTDOOR,-87.64649808,41.90526394,4102
POINT (-87.64539208948695 41.90571150640316),2675,STANTON (EDWIN),109,PLAYGROUND,OUTDOOR,-87.64539209,41.90571151,4103
POINT (-87.64527015044155 41.905980745362534),2676,STANTON (EDWIN),109,SPRAY FEATURE,OUTDOOR,-87.64527015,41.90598075,4104
POINT (-87.6459400733567 41.90615309178364),2677,STANTON (EDWIN),109,BASEBALL SR,OUTDOOR,-87.64594007,41.90615309,4105
POINT (-87.68452283500443 41.88365857841524),2678,STARR (ELLEN GATES),497,PLAYGROUND,OUTDOOR,-87.68452284,41.88365858,4106
POINT (-87.79691968835984 41.79893703605248),2679,STARS & STRIPES,370,BASEBALL JR/SOFTBALL,OUTDOOR,-87.79691969,41.79893704,4107
POINT (-87.68418233500529 42.00284417919378),4179,WARREN (LAURENCE),428,GOLF COURSE,OUTDOOR,-87.68418234,42.00284418,5608
POINT (-87.68247790369183 42.00462587189149),4180,WARREN (LAURENCE),428,GOLF PUTTING GREEN,OUTDOOR,-87.6824779,42.00462587,5609
POINT (-87.79830374958323 41.79892692037855),2680,STARS & STRIPES,370,PLAYGROUND,OUTDOOR,-87.79830375,41.79892692,4108
POINT (-87.79772707229212 41.79904022059148),2681,STARS & STRIPES,370,VOLLEYBALL (SAND),OUTDOOR,-87.79772707,41.79904022,4109
POINT (-87.79796313315377 41.79894604617668),2682,STARS & STRIPES,370,SPRAY FEATURE,OUTDOOR,-87.79796313,41.79894605,4110
POINT (-87.6283585908697 41.8269293798383),2683,STATEWAY,266,BASKETBALL COURT,OUTDOOR,-87.62835859,41.82692938,4111
POINT (-87.62731668028842 41.82639021164758),2684,STATEWAY,266,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.62731668,41.82639021,4112
POINT (-87.62685865966525 41.8257656875894),2685,STATEWAY,266,BASEBALL JR/SOFTBALL,OUTDOOR,-87.62685866,41.82576569,4113
POINT (-87.62684582172585 41.82658324225568),2686,STATEWAY,266,BASEBALL JR/SOFTBALL,OUTDOOR,-87.62684582,41.82658324,4114
POINT (-87.62876064286527 41.82712185991618),2687,STATEWAY,266,PLAYGROUND,OUTDOOR,-87.62876064,41.82712186,4115
POINT (-87.60045915158264 41.796744428043176),2688,STOUT (FLORENCE),291,BASEBALL JR/SOFTBALL,OUTDOOR,-87.60045915,41.79674443,4116
POINT (-87.59995476294198 41.79724586298294),2689,STOUT (FLORENCE),291,PLAYGROUND,OUTDOOR,-87.59995476,41.79724586,4117
POINT (-87.5999398426356 41.79605521163922),2690,STOUT (FLORENCE),291,PLAYGROUND,OUTDOOR,-87.59993984,41.79605521,4118
POINT (-87.73237665627919 41.79412469831868),2691,STROHACKER (HOWARD),1016,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.73237666,41.7941247,4119
POINT (-87.73231504527773 41.793396217723526),2692,STROHACKER (HOWARD),1016,HORSESHOE COURT,OUTDOOR,-87.73231505,41.79339622,4120
POINT (-87.73266728066761 41.793783663507156),2693,STROHACKER (HOWARD),1016,BASEBALL JR/SOFTBALL,OUTDOOR,-87.73266728,41.79378366,4121
POINT (-87.7321623797314 41.79450110084918),2694,STROHACKER (HOWARD),1016,BASEBALL JR/SOFTBALL,OUTDOOR,-87.73216238,41.7945011,4122
POINT (-87.73210022896656 41.79475429414405),2695,STROHACKER (HOWARD),1016,PLAYGROUND,OUTDOOR,-87.73210023,41.79475429,4123
POINT (-87.73259277551402 41.79475047928817),2697,STROHACKER (HOWARD),1016,SPRAY FEATURE,OUTDOOR,-87.73259278,41.79475048,4125
POINT (-87.73269640186078 41.79340886437129),2698,STROHACKER (HOWARD),1016,VOLLEYBALL,OUTDOOR,-87.7326964,41.79340886,4126
POINT (-87.60995790134064 41.81834682949457),2699,SUMAC,1273,BASKETBALL COURT,OUTDOOR,-87.6099579,41.81834683,4127
POINT (-87.61019082964009 41.818300221978895),2700,SUMAC,1273,PLAYGROUND PARK,OUTDOOR,-87.61019083,41.81830022,4128
POINT (-87.80902722211209 41.97768600911364),2701,SUMMERDALE,1151,PLAYGROUND PARK,OUTDOOR,-87.80902722,41.97768601,4129
POINT (-87.63376596156728 41.848062689620015),2702,SUN YAT-SEN,451,PLAYGROUND,OUTDOOR,-87.63376596,41.84806269,4130
POINT (-87.65888886002143 41.928000623172366),2703,SUPERA,1143,PLAYGROUND PARK,OUTDOOR,-87.65888886,41.92800062,4131
POINT (-87.67974891572185 41.89466516266486),2704,SUPERIOR,1150,PLAYGROUND PARK,OUTDOOR,-87.67974892,41.89466516,4132
POINT (-87.7546369135596 41.892863440304765),2705,SWEET CLOVER,430,PLAYGROUND PARK,OUTDOOR,-87.75463691,41.89286344,4133
POINT (-87.59926748352358 41.80181253597898),2706,SYCAMORE,1274,PLAYGROUND,OUTDOOR,-87.59926748,41.80181254,4134
POINT (-87.62803748248356 41.808399561418526),2707,TAYLOR (ROBERT ROCHON),271,BASKETBALL COURT,OUTDOOR,-87.62803748,41.80839956,4135
POINT (-87.62833987538679 41.80840484622883),2708,TAYLOR (ROBERT ROCHON),271,BASKETBALL COURT,OUTDOOR,-87.62833988,41.80840485,4136
POINT (-87.62683308813861 41.807347493177005),2709,TAYLOR (ROBERT ROCHON),271,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.62683309,41.80734749,4137
POINT (-87.62757162203238 41.807294094546776),2710,TAYLOR (ROBERT ROCHON),271,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.62757162,41.80729409,4138
POINT (-87.6281435102616 41.808729027011715),2711,TAYLOR (ROBERT ROCHON),271,FITNESS CENTER,INDOOR,-87.62814351,41.80872903,4139
POINT (-87.62779553260462 41.808890480488614),2712,TAYLOR (ROBERT ROCHON),271,GYMNASIUM,INDOOR,-87.62779553,41.80889048,4140
POINT (-87.62650518573724 41.80772157532893),2713,TAYLOR (ROBERT ROCHON),271,BASEBALL JR/SOFTBALL,OUTDOOR,-87.62650519,41.80772158,4141
POINT (-87.62792582699493 41.80771659395097),2714,TAYLOR (ROBERT ROCHON),271,BASEBALL JR/SOFTBALL,OUTDOOR,-87.62792583,41.80771659,4142
POINT (-87.62646965224698 41.80678536197657),2715,TAYLOR (ROBERT ROCHON),271,BASEBALL JR/SOFTBALL,OUTDOOR,-87.62646965,41.80678536,4143
POINT (-87.62829236886847 41.80772227279532),2716,TAYLOR (ROBERT ROCHON),271,POOL (OUTDOOR),OUTDOOR,-87.62829237,41.80772227,4144
POINT (-87.62714819266165 41.80800667117106),2717,TAYLOR (ROBERT ROCHON),271,PLAYGROUND,OUTDOOR,-87.62714819,41.80800667,4145
POINT (-87.62786709880262 41.80680423833446),2718,TAYLOR (ROBERT ROCHON),271,BASEBALL SR,OUTDOOR,-87.6278671,41.80680424,4146
POINT (-87.62822927350227 41.80720760289047),2719,TAYLOR (ROBERT ROCHON),271,TENNIS COURT,OUTDOOR,-87.62822927,41.8072076,4147
POINT (-87.64296291545219 41.81834673240386),2720,"TAYLOR-LAURIDSEN (JOHN, EMIL)",1025,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.64296292,41.81834673,4148
POINT (-87.64353837384493 41.818070249083824),2721,"TAYLOR-LAURIDSEN (JOHN, EMIL)",1025,GYMNASIUM,INDOOR,-87.64353837,41.81807025,4149
POINT (-87.6424300610032 41.81860728438961),2722,"TAYLOR-LAURIDSEN (JOHN, EMIL)",1025,BASEBALL JR/SOFTBALL,OUTDOOR,-87.64243006,41.81860728,4150
POINT (-87.64349466890181 41.8186911211335),2723,"TAYLOR-LAURIDSEN (JOHN, EMIL)",1025,PLAYGROUND,OUTDOOR,-87.64349467,41.81869112,4151
POINT (-87.64300642320924 41.81783825097151),2724,"TAYLOR-LAURIDSEN (JOHN, EMIL)",1025,BASEBALL SR,OUTDOOR,-87.64300642,41.81783825,4152
POINT (-87.64825675692153 41.74069272484793),2725,THE GROVE,397,PLAYGROUND PARK,OUTDOOR,-87.64825676,41.74069272,4153
POINT (-87.70976271181986 41.998284610569875),2726,PARK NO. 538,538,BASEBALL SR,OUTDOOR,-87.70976271,41.99828461,4154
POINT (-87.71021545319682 41.9990596141856),2727,PARK NO. 538,538,BASEBALL SR,OUTDOOR,-87.71021545,41.99905961,4155
POINT (-87.6584982216686 41.857193447311694),2728,THROOP (AMOS GAGER),1159,BASKETBALL COURT,OUTDOOR,-87.65849822,41.85719345,4156
POINT (-87.65854345419692 41.85745687747596),2729,THROOP (AMOS GAGER),1159,PLAYGROUND,OUTDOOR,-87.65854345,41.85745688,4157
POINT (-87.65846997472968 41.85754655940776),2730,THROOP (AMOS GAGER),1159,SPRAY FEATURE,OUTDOOR,-87.65846997,41.85754656,4158
POINT (-87.75232620362422 41.96770828475009),2731,THUIS (GRACE ZWIEFKA),1119,PLAYGROUND,OUTDOOR,-87.7523262,41.96770828,4159
POINT (-87.60078802912403 41.778363373030245),2732,TILL-MOBLEY (MAMIE),1154,BASKETBALL COURT,OUTDOOR,-87.60078803,41.77836337,4160
POINT (-87.6007837243524 41.77822384270097),2733,TILL-MOBLEY (MAMIE),1154,BASKETBALL COURT,OUTDOOR,-87.60078372,41.77822384,4161
POINT (-87.60074476823671 41.77808684829696),2734,TILL-MOBLEY (MAMIE),1154,PLAYGROUND,OUTDOOR,-87.60074477,41.77808685,4162
POINT (-87.7349087751065 41.88538092892074),2735,TILTON (GEORGE),1064,BASKETBALL COURT,OUTDOOR,-87.73490878,41.88538093,4163
POINT (-87.7349255403284 41.88572918017905),2736,TILTON (GEORGE),1064,PLAYGROUND,OUTDOOR,-87.73492554,41.88572918,4164
POINT (-87.73495025517855 41.885583063777645),2737,TILTON (GEORGE),1064,SPRAY FEATURE,OUTDOOR,-87.73495026,41.88558306,4165
POINT (-87.63319796550402 41.85801064238554),2738,TOM (PING) MEML.,481,BASEBALL JR/SOFTBALL,OUTDOOR,-87.63319797,41.85801064,4166
POINT (-87.63432298498817 41.857395888687925),2739,TOM (PING) MEML.,481,PLAYGROUND,OUTDOOR,-87.63432298,41.85739589,4167
POINT (-87.67360097828818 42.0148342530158),2740,TOUHY (PATRICK),246,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.67360098,42.01483425,4168
POINT (-87.67386432429217 42.01450381909139),2743,TOUHY (PATRICK),246,BASEBALL JR/SOFTBALL,OUTDOOR,-87.67386432,42.01450382,4171
POINT (-87.67307114157548 42.01481019663804),2744,TOUHY (PATRICK),246,BASEBALL JR/SOFTBALL,OUTDOOR,-87.67307114,42.0148102,4172
POINT (-87.67387596170883 42.015147580795166),2745,TOUHY (PATRICK),246,BASEBALL JR/SOFTBALL,OUTDOOR,-87.67387596,42.01514758,4173
POINT (-87.67275166581675 42.01564025263951),2746,TOUHY (PATRICK),246,PLAYGROUND,OUTDOOR,-87.67275167,42.01564025,4174
POINT (-87.6746587095351 42.0140801599888),2747,TOUHY (PATRICK),246,TENNIS COURT,OUTDOOR,-87.67465871,42.01408016,4175
POINT (-87.6744976225122 42.01409560062755),2748,TOUHY (PATRICK),246,TENNIS COURT,OUTDOOR,-87.67449762,42.0140956,4176
POINT (-87.67954701319611 41.87956171949746),2749,"TOUHY-HERBERT (JOHN, VICTOR)",1065,BASKETBALL COURT,OUTDOOR,-87.67954701,41.87956172,4177
POINT (-87.67928096724226 41.879563411609176),2750,"TOUHY-HERBERT (JOHN, VICTOR)",1065,BASKETBALL COURT,OUTDOOR,-87.67928097,41.87956341,4178
POINT (-87.67989698488417 41.87890314517042),2752,"TOUHY-HERBERT (JOHN, VICTOR)",1065,BASEBALL JR/SOFTBALL,OUTDOOR,-87.67989698,41.87890315,4180
POINT (-87.67934862773389 41.879239926993264),2753,"TOUHY-HERBERT (JOHN, VICTOR)",1065,PLAYGROUND,OUTDOOR,-87.67934863,41.87923993,4181
POINT (-87.67950121412935 41.87900350541105),2754,"TOUHY-HERBERT (JOHN, VICTOR)",1065,SPRAY FEATURE,OUTDOOR,-87.67950121,41.87900351,4182
POINT (-87.65749293602066 41.922469856733365),2755,TREBES,1017,BASKETBALL COURT,OUTDOOR,-87.65749294,41.92246986,4183
POINT (-87.65771061468588 41.92266057353008),2756,TREBES,1017,GYMNASIUM,INDOOR,-87.65771061,41.92266057,4184
POINT (-87.65808198132773 41.922257537381036),2757,TREBES,1017,BASEBALL JR/SOFTBALL,OUTDOOR,-87.65808198,41.92225754,4185
POINT (-87.56517429734976 41.705621525436314),2759,TRUMBULL (LYMAN),16,BASKETBALL COURT,OUTDOOR,-87.5651743,41.70562153,4187
POINT (-87.56451476685109 41.70734120446743),2760,TRUMBULL (LYMAN),16,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.56451477,41.7073412,4188
POINT (-87.56445823896243 41.705994904697945),2761,TRUMBULL (LYMAN),16,FITNESS CENTER,INDOOR,-87.56445824,41.7059949,4189
POINT (-87.5644524613396 41.70546465500381),2762,TRUMBULL (LYMAN),16,GYMNASIUM,INDOOR,-87.56445246,41.70546466,4190
POINT (-87.56516144691653 41.70772307317863),2763,TRUMBULL (LYMAN),16,BASEBALL JR/SOFTBALL,OUTDOOR,-87.56516145,41.70772307,4191
POINT (-87.56378038825613 41.707727509382195),2764,TRUMBULL (LYMAN),16,BASEBALL JR/SOFTBALL,OUTDOOR,-87.56378039,41.70772751,4192
POINT (-87.56376100905176 41.70680193163257),2765,TRUMBULL (LYMAN),16,BASEBALL JR/SOFTBALL,OUTDOOR,-87.56376101,41.70680193,4193
POINT (-87.56448153623352 41.705047035634955),2766,TRUMBULL (LYMAN),16,POOL (OUTDOOR),OUTDOOR,-87.56448154,41.70504704,4194
POINT (-87.56369432331144 41.70576206500347),2767,TRUMBULL (LYMAN),16,PLAYGROUND,OUTDOOR,-87.56369432,41.70576207,4195
POINT (-87.56373419820537 41.70496909081187),2768,TRUMBULL (LYMAN),16,SPORT ROLLER COURT,OUTDOOR,-87.5637342,41.70496909,4196
POINT (-87.56376351453949 41.7060816486388),2769,TRUMBULL (LYMAN),16,SPRAY FEATURE,OUTDOOR,-87.56376351,41.70608165,4197
POINT (-87.56508653978334 41.706860948636155),2770,TRUMBULL (LYMAN),16,BASEBALL SR,OUTDOOR,-87.56508654,41.70686095,4198
POINT (-87.56507907984215 41.704932501533584),2771,TRUMBULL (LYMAN),16,TENNIS COURT,OUTDOOR,-87.56507908,41.7049325,4199
POINT (-87.56525548642394 41.70493368074781),2772,TRUMBULL (LYMAN),16,TENNIS COURT,OUTDOOR,-87.56525549,41.70493368,4200
POINT (-87.56539839288446 41.70570508255142),2773,TRUMBULL (LYMAN),16,TRACK,OUTDOOR,-87.56539839,41.70570508,4201
POINT (-87.61075296364002 41.72956438883745),2774,TULEY (MURRAY),18,BASKETBALL COURT,OUTDOOR,-87.61075296,41.72956439,4202
POINT (-87.61051759043484 41.72954550892997),2775,TULEY (MURRAY),18,BASKETBALL COURT,OUTDOOR,-87.61051759,41.72954551,4203
POINT (-87.61304400337232 41.73026476988673),2776,TULEY (MURRAY),18,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.613044,41.73026477,4204
POINT (-87.61116374277454 41.72991965437632),2778,TULEY (MURRAY),18,GYMNASIUM,INDOOR,-87.61116374,41.72991965,4206
POINT (-87.61394574978202 41.73067847352375),2779,TULEY (MURRAY),18,BASEBALL JR/SOFTBALL,OUTDOOR,-87.61394575,41.73067847,4207
POINT (-87.6124438041207 41.73070620128427),2780,TULEY (MURRAY),18,BASEBALL JR/SOFTBALL,OUTDOOR,-87.6124438,41.7307062,4208
POINT (-87.61224461432847 41.7295164305814),2781,TULEY (MURRAY),18,BASEBALL JR/SOFTBALL,OUTDOOR,-87.61224461,41.72951643,4209
POINT (-87.61039606857845 41.73013621732525),2782,TULEY (MURRAY),18,POOL (OUTDOOR),OUTDOOR,-87.61039607,41.73013622,4210
POINT (-87.61113786535734 41.72956432274768),2783,TULEY (MURRAY),18,PLAYGROUND,OUTDOOR,-87.61113787,41.72956432,4211
POINT (-87.61159587022642 41.7295547727539),2784,TULEY (MURRAY),18,SPRAY FEATURE,OUTDOOR,-87.61159587,41.72955477,4212
POINT (-87.61370958033693 41.72962642655303),2785,TULEY (MURRAY),18,BASEBALL SR,OUTDOOR,-87.61370958,41.72962643,4213
POINT (-87.60983363399572 41.7295834593741),2786,TULEY (MURRAY),18,TENNIS COURT,OUTDOOR,-87.60983363,41.72958346,4214
POINT (-87.61000619080353 41.72958206074785),2787,TULEY (MURRAY),18,TENNIS COURT,OUTDOOR,-87.61000619,41.72958206,4215
POINT (-87.61017543051621 41.72958064008586),2788,TULEY (MURRAY),18,TENNIS COURT,OUTDOOR,-87.61017543,41.72958064,4216
POINT (-87.60990364167424 41.73073721042353),2789,TULEY (MURRAY),18,TENNIS COURT,OUTDOOR,-87.60990364,41.73073721,4217
POINT (-87.61007951994294 41.73073583170378),2790,TULEY (MURRAY),18,TENNIS COURT,OUTDOOR,-87.61007952,41.73073583,4218
POINT (-87.61025208104712 41.73073443184025),2791,TULEY (MURRAY),18,TENNIS COURT,OUTDOOR,-87.61025208,41.73073443,4219
POINT (-87.61043127645911 41.730733074356756),2792,TULEY (MURRAY),18,TENNIS COURT,OUTDOOR,-87.61043128,41.73073307,4220
POINT (-87.61060712685344 41.73073418055637),2793,TULEY (MURRAY),18,TENNIS COURT,OUTDOOR,-87.61060713,41.73073418,4221
POINT (-87.61078306201877 41.7307278302129),2794,TULEY (MURRAY),18,TENNIS COURT,OUTDOOR,-87.61078306,41.73072783,4222
POINT (-87.61096222957349 41.73072895672814),2795,TULEY (MURRAY),18,TENNIS COURT,OUTDOOR,-87.61096223,41.73072896,4223
POINT (-87.61113810781994 41.73072757638763),2796,TULEY (MURRAY),18,TENNIS COURT,OUTDOOR,-87.61113811,41.73072758,4224
POINT (-87.61131069672754 41.73072369010666),2797,TULEY (MURRAY),18,TENNIS COURT,OUTDOOR,-87.6113107,41.73072369,4225
POINT (-87.61148663060828 41.73071733867753),2798,TULEY (MURRAY),18,TENNIS COURT,OUTDOOR,-87.61148663,41.73071734,4226
POINT (-87.66429466839392 41.88390557154684),2799,UNION,210,BASKETBALL COURT,OUTDOOR,-87.66429467,41.88390557,4227
POINT (-87.66439762568997 41.88376959146581),2800,UNION,210,BASKETBALL COURT,OUTDOOR,-87.66439763,41.88376959,4228
POINT (-87.66552915119826 41.88411794179265),2801,UNION,210,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.66552915,41.88411794,4229
POINT (-87.66624035097962 41.885125237332616),2802,UNION,210,FITNESS CENTER,INDOOR,-87.66624035,41.88512524,4230
POINT (-87.66589707285777 41.885134556397524),2803,UNION,210,GYMNASIUM,INDOOR,-87.66589707,41.88513456,4231
POINT (-87.66615673775136 41.88450445397727),2804,UNION,210,BASEBALL JR/SOFTBALL,OUTDOOR,-87.66615674,41.88450445,4232
POINT (-87.6650302371842 41.88444858316914),2805,UNION,210,BASEBALL JR/SOFTBALL,OUTDOOR,-87.66503024,41.88444858,4233
POINT (-87.66529458140873 41.88344095295045),2806,UNION,210,BASEBALL JR/SOFTBALL,OUTDOOR,-87.66529458,41.88344095,4234
POINT (-87.66606617266186 41.8849136655019),2807,UNION,210,POOL (OUTDOOR),OUTDOOR,-87.66606617,41.88491367,4235
POINT (-87.66497622884414 41.88475936617417),2808,UNION,210,PLAYGROUND,OUTDOOR,-87.66497623,41.88475937,4236
POINT (-87.66550848869683 41.884838340673745),2809,UNION,210,SPRAY FEATURE,OUTDOOR,-87.66550849,41.88483834,4237
POINT (-87.66608356392442 41.883730079936264),2810,UNION,210,BASEBALL SR,OUTDOOR,-87.66608356,41.88373008,4238
POINT (-87.66464827703948 41.88358894565987),2811,UNION,210,TENNIS COURT,OUTDOOR,-87.66464828,41.88358895,4239
POINT (-87.6645016891601 41.8835273901509),2812,UNION,210,TENNIS COURT,OUTDOOR,-87.66450169,41.88352739,4240
POINT (-87.71261205240474 41.92962355125663),2813,UNITY,293,PLAYGROUND,OUTDOOR,-87.71261205,41.92962355,4241
POINT (-87.71270365173436 41.929825312544814),2814,UNITY,293,SPRAY FEATURE,OUTDOOR,-87.71270365,41.92982531,4242
POINT (-87.79667656451075 41.78403796155945),2815,VALLEY FORGE,371,VOLLEYBALL,OUTDOOR,-87.79667656,41.78403796,4243
POINT (-87.79782909918087 41.78422062921794),2816,VALLEY FORGE,371,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.7978291,41.78422063,4244
POINT (-87.79616063304357 41.784570894447675),2817,VALLEY FORGE,371,FITNESS CENTER,INDOOR,-87.79616063,41.78457089,4245
POINT (-87.79933776553105 41.78441905614157),2818,VALLEY FORGE,371,HORSESHOE COURT,OUTDOOR,-87.79933777,41.78441906,4246
POINT (-87.7972561039891 41.784441263799785),2819,VALLEY FORGE,371,BASEBALL JR/SOFTBALL,OUTDOOR,-87.7972561,41.78444126,4247
POINT (-87.7986166805887 41.783994060680726),2820,VALLEY FORGE,371,BASEBALL JR/SOFTBALL,OUTDOOR,-87.79861668,41.78399406,4248
POINT (-87.79656538970471 41.78433451184693),2821,VALLEY FORGE,371,PLAYGROUND,OUTDOOR,-87.79656539,41.78433451,4249
POINT (-87.79924828022122 41.7840808058489),2822,VALLEY FORGE,371,TENNIS COURT,OUTDOOR,-87.79924828,41.78408081,4250
POINT (-87.79906381889016 41.7840848776166),2823,VALLEY FORGE,371,TENNIS COURT,OUTDOOR,-87.79906382,41.78408488,4251
POINT (-87.55534036751081 41.71756518783457),2824,VETERANS' MEMORIAL,1067,BOCCE COURT,SPECIAL,-87.55534037,41.71756519,4252
POINT (-87.55585264736912 41.71834840789542),2825,VETERANS' MEMORIAL,1067,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.55585265,41.71834841,4253
POINT (-87.55626095141163 41.7188331254384),2826,VETERANS' MEMORIAL,1067,BASEBALL JR/SOFTBALL,OUTDOOR,-87.55626095,41.71883313,4254
POINT (-87.55546292578103 41.71884841005648),2827,VETERANS' MEMORIAL,1067,BASEBALL JR/SOFTBALL,OUTDOOR,-87.55546293,41.71884841,4255
POINT (-87.55546867776168 41.71791354377832),2828,VETERANS' MEMORIAL,1067,BASEBALL JR/SOFTBALL,OUTDOOR,-87.55546868,41.71791354,4256
POINT (-87.55623371638028 41.7178856254057),2829,VETERANS' MEMORIAL,1067,BASEBALL JR/SOFTBALL,OUTDOOR,-87.55623372,41.71788563,4257
POINT (-87.55579693328787 41.71747726933165),2830,VETERANS' MEMORIAL,1067,PLAYGROUND,OUTDOOR,-87.55579693,41.71747727,4258
POINT (-87.55622648692997 41.71756911575151),2831,VETERANS' MEMORIAL,1067,SPORT ROLLER COURT,OUTDOOR,-87.55622649,41.71756912,4259
POINT (-87.55600734231469 41.71765657325102),2832,VETERANS' MEMORIAL,1067,SPRAY FEATURE,OUTDOOR,-87.55600734,41.71765657,4260
POINT (-87.72873493942532 41.869329807089),2833,VIOLET,361,PLAYGROUND,OUTDOOR,-87.72873494,41.86932981,4261
POINT (-87.72909062721145 41.8692720429485),2834,VIOLET,361,SPRAY FEATURE,OUTDOOR,-87.72909063,41.86927204,4262
POINT (-87.74801792893315 41.80271905982335),2835,VITTUM (HARRIET ELIZABETH),233,BASKETBALL COURT,OUTDOOR,-87.74801793,41.80271906,4263
POINT (-87.74942271476918 41.8030160061456),2836,VITTUM (HARRIET ELIZABETH),233,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.74942271,41.80301601,4264
POINT (-87.74822620479345 41.802443051082996),2837,VITTUM (HARRIET ELIZABETH),233,GYMNASIUM,INDOOR,-87.7482262,41.80244305,4265
POINT (-87.74741383445671 41.803477227383524),2838,VITTUM (HARRIET ELIZABETH),233,HORSESHOE COURT,OUTDOOR,-87.74741383,41.80347723,4266
POINT (-87.74743690090561 41.80312957495506),2839,VITTUM (HARRIET ELIZABETH),233,HORSESHOE COURT,OUTDOOR,-87.7474369,41.80312957,4267
POINT (-87.74889169708 41.80236254283507),2840,VITTUM (HARRIET ELIZABETH),233,BASEBALL JR/SOFTBALL,OUTDOOR,-87.7488917,41.80236254,4268
POINT (-87.74881413957995 41.80328219640851),2841,VITTUM (HARRIET ELIZABETH),233,BASEBALL JR/SOFTBALL,OUTDOOR,-87.74881414,41.8032822,4269
POINT (-87.74998245534752 41.80358685220787),2842,VITTUM (HARRIET ELIZABETH),233,BASEBALL JR/SOFTBALL,OUTDOOR,-87.74998246,41.80358685,4270
POINT (-87.74828018899427 41.803462691414495),2843,VITTUM (HARRIET ELIZABETH),233,BASEBALL JR/SOFTBALL,OUTDOOR,-87.74828019,41.80346269,4271
POINT (-87.74712076338409 41.80276774011706),2844,VITTUM (HARRIET ELIZABETH),233,PLAYGROUND,OUTDOOR,-87.74712076,41.80276774,4272
